index,City,Date,Card Type,Exp Type,Gender,Amount
7180,"Bengaluru, India",17-Apr-15,Gold,Fuel,M,55158
7232,"Bengaluru, India",17-Apr-15,Silver,Fuel,F,3806
7632,"Bengaluru, India",17-Apr-15,Platinum,Entertainment,M,212377
7747,"Ahmedabad, India",17-Apr-15,Platinum,Bills,F,151844
8200,"Bengaluru, India",17-Apr-15,Signature,Food,F,171901
8901,"Ahmedabad, India",17-Apr-15,Platinum,Bills,M,159121
8912,"Bengaluru, India",17-Apr-15,Signature,Grocery,F,284660
9142,"Ahmedabad, India",17-Apr-15,Gold,Grocery,M,231697
11133,"Greater Mumbai, India",17-Apr-15,Platinum,Entertainment,M,283401
11846,"Ahmedabad, India",17-Apr-15,Signature,Grocery,F,158682
12969,"Ahmedabad, India",17-Apr-15,Gold,Entertainment,M,269735
13881,"Delhi, India",17-Apr-15,Silver,Grocery,F,66260
14137,"Shikohabad, India",17-Apr-15,Gold,Bills,M,277876
14263,"Sadasivpet, India",17-Apr-15,Signature,Grocery,M,115913
15700,"Mihijam, India",17-Apr-15,Signature,Grocery,M,205169
15708,"Rudrapur, India",17-Apr-15,Signature,Grocery,F,265744
16213,"Suratgarh, India",17-Apr-15,Gold,Food,M,40787
16734,"Rupnagar, India",17-Apr-15,Platinum,Food,M,193528
18300,"Samana, India",17-Apr-15,Signature,Food,M,273052
18542,"Marmagao, India",17-Apr-15,Signature,Bills,M,63453
19663,"Shahabad Rampur, India",17-Apr-15,Platinum,Bills,M,119349
19751,"Naidupet, India",17-Apr-15,Gold,Food,M,70789
19910,"Bhilwara, India",17-Apr-15,Silver,Fuel,M,165749
20078,"Kanpur, India",17-Apr-15,Silver,Grocery,F,81079
20378,"Lucknow, India",17-Apr-15,Signature,Fuel,M,57346
20388,"Jaipur, India",17-Apr-15,Platinum,Bills,F,151438
21033,"Jaipur, India",17-Apr-15,Gold,Grocery,M,45556
21751,"Jaipur, India",17-Apr-15,Platinum,Entertainment,M,153244
22005,"Kolkata, India",17-Apr-15,Gold,Grocery,F,108896
22115,"Lucknow, India",17-Apr-15,Signature,Bills,F,148782
23008,"Hyderabad, India",17-Apr-15,Platinum,Food,M,71343
23150,"Jaipur, India",17-Apr-15,Signature,Food,F,12567
23309,"Kolkata, India",17-Apr-15,Signature,Fuel,F,77405
23604,"Chennai, India",17-Apr-15,Platinum,Grocery,F,62160
24906,"Kanpur, India",17-Apr-15,Silver,Bills,M,170976
25374,"Hyderabad, India",17-Apr-15,Gold,Travel,F,113363
25892,"Chennai, India",17-Apr-15,Platinum,Travel,F,136851
484,"Bengaluru, India",16-Apr-15,Platinum,Food,F,43954
1091,"Greater Mumbai, India",16-Apr-15,Silver,Entertainment,F,71041
1515,"Delhi, India",16-Apr-15,Silver,Food,F,242728
1581,"Greater Mumbai, India",16-Apr-15,Platinum,Food,M,84571
1769,"Ahmedabad, India",16-Apr-15,Signature,Food,M,242034
3296,"Greater Mumbai, India",16-Apr-15,Silver,Fuel,M,108624
5082,"Greater Mumbai, India",16-Apr-15,Gold,Grocery,M,181921
5608,"Delhi, India",16-Apr-15,Gold,Grocery,F,36672
5947,"Bengaluru, India",16-Apr-15,Gold,Bills,F,217924
6280,"Greater Mumbai, India",16-Apr-15,Gold,Food,F,184176
7544,"Bengaluru, India",16-Apr-15,Platinum,Bills,F,11851
7883,"Delhi, India",16-Apr-15,Gold,Grocery,F,98797
11896,"Ahmedabad, India",16-Apr-15,Platinum,Food,F,43850
15387,"Baripada Town, India",16-Apr-15,Signature,Grocery,F,124215
16133,"Shahdol, India",16-Apr-15,Signature,Grocery,M,165358
16552,"Kurnool, India",16-Apr-15,Signature,Fuel,F,115253
16605,"Bellampalle, India",16-Apr-15,Platinum,Food,M,92559
16671,"Munger, India",16-Apr-15,Signature,Food,M,261453
17101,"Araria, India",16-Apr-15,Gold,Entertainment,F,63662
17103,"Siliguri, India",16-Apr-15,Platinum,Bills,M,186759
17622,"Sanand, India",16-Apr-15,Platinum,Bills,F,181587
19471,"Tuljapur, India",16-Apr-15,Platinum,Bills,F,185789
21120,"Jaipur, India",16-Apr-15,Signature,Entertainment,F,212542
21349,"Kolkata, India",16-Apr-15,Gold,Bills,F,71425
22234,"Kanpur, India",16-Apr-15,Gold,Bills,M,77489
22509,"Kanpur, India",16-Apr-15,Platinum,Food,M,240834
22842,"Surat, India",16-Apr-15,Signature,Food,M,45051
22865,"Hyderabad, India",16-Apr-15,Gold,Grocery,M,130760
24168,"Kolkata, India",16-Apr-15,Silver,Bills,M,46064
24387,"Hyderabad, India",16-Apr-15,Platinum,Entertainment,M,91944
24574,"Kanpur, India",16-Apr-15,Silver,Entertainment,M,198216
25651,"Jaipur, India",16-Apr-15,Platinum,Travel,F,3237
25926,"Kolkata, India",16-Apr-15,Gold,Travel,F,17731
306,"Delhi, India",15-Apr-15,Silver,Bills,F,407564
1043,"Bengaluru, India",15-Apr-15,Silver,Food,F,153928
1060,"Ahmedabad, India",15-Apr-15,Silver,Grocery,F,263945
1467,"Delhi, India",15-Apr-15,Signature,Food,M,200079
1646,"Delhi, India",15-Apr-15,Signature,Grocery,M,173434
1935,"Greater Mumbai, India",15-Apr-15,Signature,Fuel,F,60600
1975,"Greater Mumbai, India",15-Apr-15,Platinum,Grocery,F,243956
2398,"Bengaluru, India",15-Apr-15,Silver,Fuel,F,178068
3374,"Delhi, India",15-Apr-15,Signature,Bills,M,101934
5061,"Greater Mumbai, India",15-Apr-15,Signature,Grocery,M,68618
5077,"Delhi, India",15-Apr-15,Signature,Fuel,M,69333
5431,"Bengaluru, India",15-Apr-15,Gold,Entertainment,M,95120
7700,"Greater Mumbai, India",15-Apr-15,Platinum,Grocery,M,22725
8718,"Ahmedabad, India",15-Apr-15,Signature,Entertainment,M,117530
8934,"Greater Mumbai, India",15-Apr-15,Gold,Bills,M,182632
9669,"Bengaluru, India",15-Apr-15,Silver,Fuel,F,49273
10397,"Ahmedabad, India",15-Apr-15,Gold,Grocery,F,259140
11685,"Bengaluru, India",15-Apr-15,Platinum,Entertainment,F,23736
13895,"Ahmedabad, India",15-Apr-15,Signature,Fuel,F,112301
14981,"Bheemunipatnam, India",15-Apr-15,Signature,Entertainment,F,237873
15489,"Tamluk, India",15-Apr-15,Signature,Bills,F,6726
17704,"Bettiah, India",15-Apr-15,Gold,Grocery,M,66945
17982,"Srivilliputhur, India",15-Apr-15,Gold,Food,F,166673
18251,"Kavali, India",15-Apr-15,Silver,Food,F,210307
19130,"Kochi, India",15-Apr-15,Signature,Grocery,M,238857
19156,"Rayadurg, India",15-Apr-15,Platinum,Bills,M,149492
19578,"Phaltan, India",15-Apr-15,Gold,Grocery,F,210307
19643,"Sidhi, India",15-Apr-15,Silver,Entertainment,F,263728
21155,"Surat, India",15-Apr-15,Silver,Grocery,M,105146
21822,"Surat, India",15-Apr-15,Signature,Entertainment,M,140605
22054,"Surat, India",15-Apr-15,Gold,Bills,M,230784
22328,"Kolkata, India",15-Apr-15,Platinum,Fuel,F,41411
22409,"Pune, India",15-Apr-15,Signature,Fuel,F,40823
22484,"Surat, India",15-Apr-15,Signature,Bills,M,197907
23301,"Jaipur, India",15-Apr-15,Signature,Bills,F,64130
24170,"Kanpur, India",15-Apr-15,Signature,Food,F,221124
24258,"Kanpur, India",15-Apr-15,Platinum,Bills,F,127366
24309,"Hyderabad, India",15-Apr-15,Signature,Fuel,M,60846
25458,"Kolkata, India",15-Apr-15,Silver,Travel,M,225924
25875,"Jaipur, India",15-Apr-15,Gold,Travel,M,219903
25983,"Surat, India",15-Apr-15,Platinum,Travel,M,198934
308,"Delhi, India",14-Apr-15,Silver,Bills,F,391325
419,"Delhi, India",14-Apr-15,Silver,Bills,F,32548
467,"Greater Mumbai, India",14-Apr-15,Platinum,Bills,F,267700
520,"Delhi, India",14-Apr-15,Signature,Food,F,42620
1485,"Greater Mumbai, India",14-Apr-15,Signature,Food,M,275861
2111,"Delhi, India",14-Apr-15,Gold,Fuel,M,98295
4713,"Bengaluru, India",14-Apr-15,Platinum,Grocery,M,241330
5182,"Bengaluru, India",14-Apr-15,Signature,Entertainment,M,257298
5520,"Delhi, India",14-Apr-15,Platinum,Bills,F,297594
6044,"Ahmedabad, India",14-Apr-15,Gold,Grocery,F,45868
6565,"Bengaluru, India",14-Apr-15,Silver,Fuel,F,63610
7587,"Delhi, India",14-Apr-15,Signature,Food,F,3498
7972,"Ahmedabad, India",14-Apr-15,Silver,Food,F,185013
9019,"Greater Mumbai, India",14-Apr-15,Gold,Bills,M,26495
9174,"Greater Mumbai, India",14-Apr-15,Signature,Bills,F,16007
9330,"Delhi, India",14-Apr-15,Gold,Grocery,M,67283
10666,"Bengaluru, India",14-Apr-15,Silver,Grocery,F,204151
10669,"Ahmedabad, India",14-Apr-15,Signature,Food,F,254110
10722,"Greater Mumbai, India",14-Apr-15,Platinum,Bills,M,56557
11288,"Bengaluru, India",14-Apr-15,Silver,Grocery,F,193408
12313,"Greater Mumbai, India",14-Apr-15,Gold,Entertainment,M,299597
12974,"Ahmedabad, India",14-Apr-15,Signature,Entertainment,F,183969
13733,"Delhi, India",14-Apr-15,Platinum,Fuel,F,134094
15950,"Lakshmeshwar, India",14-Apr-15,Signature,Food,F,296366
16474,"Udupi, India",14-Apr-15,Silver,Fuel,F,180619
16955,"Nagpur, India",14-Apr-15,Platinum,Bills,F,3708
17105,"Palacole, India",14-Apr-15,Silver,Bills,M,201438
17364,"Habra, India",14-Apr-15,Gold,Entertainment,M,10138
18105,"Pusad, India",14-Apr-15,Signature,Food,M,24928
18499,"Rajahmundry, India",14-Apr-15,Gold,Bills,M,242752
18693,"Rudauli, India",14-Apr-15,Silver,Food,M,241627
19129,"Saunda, India",14-Apr-15,Platinum,Bills,M,288210
20921,"Hyderabad, India",14-Apr-15,Silver,Food,F,276353
21636,"Surat, India",14-Apr-15,Signature,Grocery,M,236665
21810,"Surat, India",14-Apr-15,Gold,Bills,M,18637
22455,"Pune, India",14-Apr-15,Silver,Bills,M,82698
22687,"Chennai, India",14-Apr-15,Gold,Food,M,20647
23457,"Jaipur, India",14-Apr-15,Gold,Food,F,208029
23639,"Kolkata, India",14-Apr-15,Signature,Food,F,43733
25744,"Chennai, India",14-Apr-15,Signature,Travel,M,286748
25992,"Lucknow, India",14-Apr-15,Gold,Travel,F,232967
26010,"Hyderabad, India",14-Apr-15,Gold,Travel,F,135374
286,"Ahmedabad, India",13-Apr-15,Silver,Bills,F,240216
561,"Bengaluru, India",13-Apr-15,Gold,Food,F,258275
956,"Bengaluru, India",13-Apr-15,Silver,Entertainment,F,117763
2000,"Delhi, India",13-Apr-15,Signature,Food,M,72927
2705,"Delhi, India",13-Apr-15,Platinum,Entertainment,F,51330
3065,"Ahmedabad, India",13-Apr-15,Silver,Fuel,M,208660
3358,"Delhi, India",13-Apr-15,Gold,Fuel,M,91748
4489,"Delhi, India",13-Apr-15,Silver,Entertainment,M,133201
6692,"Greater Mumbai, India",13-Apr-15,Silver,Bills,M,116224
7136,"Bengaluru, India",13-Apr-15,Platinum,Bills,F,124930
7372,"Greater Mumbai, India",13-Apr-15,Gold,Bills,F,188955
8451,"Greater Mumbai, India",13-Apr-15,Platinum,Entertainment,M,290509
9299,"Ahmedabad, India",13-Apr-15,Silver,Bills,F,153008
10749,"Delhi, India",13-Apr-15,Signature,Food,M,273005
11672,"Bengaluru, India",13-Apr-15,Silver,Food,M,272358
11828,"Delhi, India",13-Apr-15,Signature,Food,M,27210
11940,"Greater Mumbai, India",13-Apr-15,Platinum,Grocery,M,57321
12338,"Greater Mumbai, India",13-Apr-15,Signature,Grocery,M,295781
12703,"Ahmedabad, India",13-Apr-15,Gold,Entertainment,F,290379
12786,"Ahmedabad, India",13-Apr-15,Signature,Entertainment,M,203286
12893,"Delhi, India",13-Apr-15,Platinum,Food,M,43357
13496,"Ahmedabad, India",13-Apr-15,Gold,Entertainment,M,217049
13772,"Bengaluru, India",13-Apr-15,Gold,Bills,F,146766
14402,"Saunda, India",13-Apr-15,Silver,Fuel,M,242361
15308,"Vita, India",13-Apr-15,Signature,Fuel,M,266392
16138,"Nawapur, India",13-Apr-15,Signature,Grocery,M,219109
17107,"Tanuku, India",13-Apr-15,Platinum,Bills,M,4157
17639,"Rudrapur, India",13-Apr-15,Gold,Food,F,168236
18096,"Jamalpur, India",13-Apr-15,Signature,Grocery,M,273010
19098,"Darbhanga, India",13-Apr-15,Platinum,Fuel,F,80519
19532,"Jammu, India",13-Apr-15,Silver,Food,M,222271
19662,"Gobichettipalayam, India",13-Apr-15,Silver,Entertainment,F,4113
19737,"Suar, India",13-Apr-15,Signature,Food,M,214205
19937,"Muvattupuzha, India",13-Apr-15,Signature,Entertainment,M,143118
20421,"Jaipur, India",13-Apr-15,Platinum,Food,M,185137
20450,"Surat, India",13-Apr-15,Platinum,Grocery,M,270894
20718,"Kolkata, India",13-Apr-15,Gold,Grocery,F,249367
20778,"Surat, India",13-Apr-15,Signature,Grocery,M,118953
20836,"Kolkata, India",13-Apr-15,Silver,Bills,M,161737
20878,"Hyderabad, India",13-Apr-15,Signature,Grocery,M,84426
21761,"Pune, India",13-Apr-15,Signature,Entertainment,M,6298
21777,"Lucknow, India",13-Apr-15,Silver,Entertainment,F,280753
22017,"Jaipur, India",13-Apr-15,Platinum,Food,F,215328
23733,"Kolkata, India",13-Apr-15,Signature,Grocery,F,229604
23897,"Jaipur, India",13-Apr-15,Signature,Bills,M,187442
24846,"Lucknow, India",13-Apr-15,Silver,Food,F,37264
25427,"Kolkata, India",13-Apr-15,Platinum,Travel,M,65746
25945,"Surat, India",13-Apr-15,Gold,Travel,F,266778
563,"Bengaluru, India",12-Apr-15,Gold,Food,F,167903
620,"Ahmedabad, India",12-Apr-15,Gold,Food,F,232388
680,"Delhi, India",12-Apr-15,Gold,Food,F,39866
765,"Delhi, India",12-Apr-15,Silver,Entertainment,F,179481
1071,"Ahmedabad, India",12-Apr-15,Silver,Entertainment,F,4377
1117,"Delhi, India",12-Apr-15,Silver,Food,F,51874
1223,"Greater Mumbai, India",12-Apr-15,Silver,Fuel,F,31524
1672,"Greater Mumbai, India",12-Apr-15,Silver,Fuel,M,20961
1895,"Greater Mumbai, India",12-Apr-15,Silver,Entertainment,F,168004
2802,"Ahmedabad, India",12-Apr-15,Platinum,Grocery,M,263963
3640,"Ahmedabad, India",12-Apr-15,Signature,Bills,F,199798
4718,"Bengaluru, India",12-Apr-15,Silver,Food,M,299217
7036,"Delhi, India",12-Apr-15,Gold,Bills,F,289281
7893,"Delhi, India",12-Apr-15,Silver,Fuel,F,83226
7895,"Ahmedabad, India",12-Apr-15,Signature,Entertainment,M,228458
8590,"Bengaluru, India",12-Apr-15,Signature,Grocery,M,206606
8828,"Delhi, India",12-Apr-15,Gold,Food,M,110851
9040,"Bengaluru, India",12-Apr-15,Silver,Fuel,M,113460
9073,"Ahmedabad, India",12-Apr-15,Gold,Food,M,132485
9263,"Greater Mumbai, India",12-Apr-15,Gold,Grocery,F,140414
11463,"Bengaluru, India",12-Apr-15,Silver,Bills,F,222936
11741,"Delhi, India",12-Apr-15,Silver,Entertainment,M,66435
12425,"Greater Mumbai, India",12-Apr-15,Signature,Entertainment,F,149910
12429,"Greater Mumbai, India",12-Apr-15,Gold,Fuel,M,169005
12648,"Delhi, India",12-Apr-15,Gold,Fuel,F,221144
12857,"Ahmedabad, India",12-Apr-15,Platinum,Entertainment,M,106787
13420,"Delhi, India",12-Apr-15,Gold,Fuel,F,10514
14904,"Mungeli, India",12-Apr-15,Silver,Food,F,254358
15799,"Belagavi, India",12-Apr-15,Silver,Food,M,208216
16165,"Phulabani, India",12-Apr-15,Gold,Fuel,F,62732
16183,"Arwal, India",12-Apr-15,Silver,Bills,M,81451
16436,"Raigarh, India",12-Apr-15,Signature,Grocery,F,279839
16847,"Gobichettipalayam, India",12-Apr-15,Gold,Bills,F,214998
17372,"Eluru, India",12-Apr-15,Silver,Bills,F,66550
17500,"Thiruvananthapuram, India",12-Apr-15,Platinum,Bills,F,186001
17994,"Patna, India",12-Apr-15,Silver,Bills,F,80881
18319,"Pathri, India",12-Apr-15,Platinum,Fuel,M,96390
18523,"Erode, India",12-Apr-15,Gold,Food,M,143163
19570,"Udaipur, India",12-Apr-15,Platinum,Entertainment,F,92671
19956,"Maner, India",12-Apr-15,Signature,Bills,M,234921
20607,"Lucknow, India",12-Apr-15,Signature,Food,F,248959
20709,"Kanpur, India",12-Apr-15,Silver,Bills,M,54400
20831,"Lucknow, India",12-Apr-15,Gold,Grocery,F,101920
22044,"Chennai, India",12-Apr-15,Silver,Entertainment,M,247043
22077,"Surat, India",12-Apr-15,Gold,Entertainment,M,178159
22286,"Jaipur, India",12-Apr-15,Gold,Food,M,127947
22441,"Pune, India",12-Apr-15,Signature,Grocery,F,64730
23054,"Kanpur, India",12-Apr-15,Silver,Fuel,F,279545
23060,"Kolkata, India",12-Apr-15,Gold,Grocery,F,188700
24006,"Surat, India",12-Apr-15,Gold,Food,M,286521
24812,"Hyderabad, India",12-Apr-15,Gold,Entertainment,M,14650
25522,"Kolkata, India",12-Apr-15,Silver,Travel,M,179330
25973,"Kolkata, India",12-Apr-15,Gold,Travel,F,199029
100,"Delhi, India",11-Apr-15,Platinum,Bills,F,581882
4353,"Greater Mumbai, India",11-Apr-15,Platinum,Bills,M,178290
4380,"Delhi, India",11-Apr-15,Gold,Grocery,M,170469
4630,"Ahmedabad, India",11-Apr-15,Platinum,Grocery,M,158677
4656,"Greater Mumbai, India",11-Apr-15,Silver,Fuel,M,209291
5316,"Bengaluru, India",11-Apr-15,Signature,Fuel,M,127105
5539,"Greater Mumbai, India",11-Apr-15,Signature,Fuel,M,269088
9122,"Bengaluru, India",11-Apr-15,Signature,Grocery,F,41379
9194,"Ahmedabad, India",11-Apr-15,Platinum,Fuel,F,58228
9568,"Ahmedabad, India",11-Apr-15,Silver,Entertainment,F,268770
10785,"Delhi, India",11-Apr-15,Silver,Food,F,189914
10829,"Delhi, India",11-Apr-15,Silver,Fuel,F,224058
12746,"Greater Mumbai, India",11-Apr-15,Signature,Grocery,F,107430
13337,"Bengaluru, India",11-Apr-15,Platinum,Fuel,F,208305
14670,"Nanded-Waghala, India",11-Apr-15,Signature,Grocery,M,280394
15058,"Hoshiarpur, India",11-Apr-15,Silver,Grocery,M,161392
15782,"Shirdi, India",11-Apr-15,Platinum,Food,M,274377
16169,"Bhongir, India",11-Apr-15,Gold,Grocery,F,242039
20948,"Kanpur, India",11-Apr-15,Signature,Fuel,M,256939
21183,"Kanpur, India",11-Apr-15,Signature,Food,F,262716
21505,"Surat, India",11-Apr-15,Signature,Food,F,254422
22651,"Surat, India",11-Apr-15,Silver,Fuel,M,28903
24046,"Chennai, India",11-Apr-15,Silver,Food,F,59048
1785,"Ahmedabad, India",10-Apr-15,Silver,Grocery,F,98859
1948,"Greater Mumbai, India",10-Apr-15,Signature,Grocery,F,202136
2543,"Ahmedabad, India",10-Apr-15,Gold,Fuel,F,47567
2834,"Greater Mumbai, India",10-Apr-15,Silver,Fuel,F,120226
3043,"Delhi, India",10-Apr-15,Silver,Food,M,297484
4126,"Ahmedabad, India",10-Apr-15,Platinum,Entertainment,F,217602
4350,"Ahmedabad, India",10-Apr-15,Gold,Entertainment,F,232716
4582,"Greater Mumbai, India",10-Apr-15,Silver,Entertainment,F,164033
4886,"Greater Mumbai, India",10-Apr-15,Silver,Bills,M,54814
6624,"Greater Mumbai, India",10-Apr-15,Signature,Fuel,F,22249
8181,"Ahmedabad, India",10-Apr-15,Silver,Grocery,M,132026
8320,"Ahmedabad, India",10-Apr-15,Gold,Entertainment,F,152505
9385,"Delhi, India",10-Apr-15,Signature,Bills,F,99352
9510,"Greater Mumbai, India",10-Apr-15,Silver,Fuel,F,74617
9706,"Bengaluru, India",10-Apr-15,Platinum,Bills,M,52920
10559,"Ahmedabad, India",10-Apr-15,Silver,Fuel,M,272331
10778,"Ahmedabad, India",10-Apr-15,Platinum,Food,F,190487
11054,"Delhi, India",10-Apr-15,Gold,Grocery,M,295923
11108,"Delhi, India",10-Apr-15,Platinum,Fuel,M,155081
12025,"Delhi, India",10-Apr-15,Gold,Bills,F,67618
13585,"Bengaluru, India",10-Apr-15,Signature,Entertainment,F,291683
14399,"Tilhar, India",10-Apr-15,Platinum,Fuel,F,237621
14738,"Gudivada, India",10-Apr-15,Silver,Grocery,M,25843
14755,"Maihar, India",10-Apr-15,Gold,Food,F,3737
15352,"Tandur, India",10-Apr-15,Signature,Bills,F,21525
16172,"Nedumangad, India",10-Apr-15,Platinum,Entertainment,M,76520
19329,"Kendrapara, India",10-Apr-15,Signature,Food,F,208082
19499,"Viluppuram, India",10-Apr-15,Platinum,Food,F,159268
20348,"Chennai, India",10-Apr-15,Platinum,Grocery,M,222729
20447,"Kanpur, India",10-Apr-15,Signature,Grocery,M,137346
21360,"Kanpur, India",10-Apr-15,Platinum,Entertainment,M,142100
22176,"Lucknow, India",10-Apr-15,Platinum,Food,M,106450
22848,"Pune, India",10-Apr-15,Signature,Entertainment,M,102765
23649,"Kanpur, India",10-Apr-15,Platinum,Food,F,228180
24553,"Chennai, India",10-Apr-15,Gold,Food,M,181003
24595,"Lucknow, India",10-Apr-15,Silver,Grocery,M,291085
25406,"Lucknow, India",10-Apr-15,Silver,Travel,F,278132
25909,"Kanpur, India",10-Apr-15,Platinum,Travel,F,70356
165,"Delhi, India",09-Apr-15,Gold,Bills,F,230853
168,"Ahmedabad, India",09-Apr-15,Platinum,Bills,F,851374
382,"Delhi, India",09-Apr-15,Platinum,Bills,F,199726
736,"Delhi, India",09-Apr-15,Gold,Food,F,70494
1376,"Ahmedabad, India",09-Apr-15,Silver,Food,F,122939
1729,"Greater Mumbai, India",09-Apr-15,Platinum,Fuel,F,34586
2535,"Greater Mumbai, India",09-Apr-15,Silver,Fuel,F,106721
2774,"Delhi, India",09-Apr-15,Signature,Grocery,M,257743
2830,"Greater Mumbai, India",09-Apr-15,Silver,Entertainment,M,23089
5524,"Greater Mumbai, India",09-Apr-15,Gold,Fuel,M,270207
5660,"Ahmedabad, India",09-Apr-15,Silver,Entertainment,F,61315
6200,"Bengaluru, India",09-Apr-15,Gold,Entertainment,M,277759
6854,"Delhi, India",09-Apr-15,Gold,Food,M,173139
7012,"Greater Mumbai, India",09-Apr-15,Signature,Grocery,F,122360
7381,"Greater Mumbai, India",09-Apr-15,Signature,Grocery,M,142878
8197,"Greater Mumbai, India",09-Apr-15,Signature,Food,F,191561
8204,"Greater Mumbai, India",09-Apr-15,Silver,Grocery,M,32713
8398,"Delhi, India",09-Apr-15,Gold,Entertainment,F,89508
9176,"Delhi, India",09-Apr-15,Platinum,Entertainment,M,250004
9224,"Greater Mumbai, India",09-Apr-15,Silver,Grocery,F,186894
10078,"Greater Mumbai, India",09-Apr-15,Signature,Food,F,238324
10803,"Bengaluru, India",09-Apr-15,Platinum,Food,M,148861
11195,"Greater Mumbai, India",09-Apr-15,Gold,Grocery,F,167322
11533,"Bengaluru, India",09-Apr-15,Silver,Food,F,31302
11732,"Delhi, India",09-Apr-15,Gold,Grocery,M,193553
11845,"Bengaluru, India",09-Apr-15,Silver,Fuel,F,200981
11879,"Delhi, India",09-Apr-15,Gold,Entertainment,M,4382
12029,"Ahmedabad, India",09-Apr-15,Gold,Entertainment,M,54231
12077,"Delhi, India",09-Apr-15,Signature,Food,M,102940
12343,"Delhi, India",09-Apr-15,Silver,Food,M,278793
13888,"Ahmedabad, India",09-Apr-15,Platinum,Fuel,F,182285
14128,"Mahemdabad, India",09-Apr-15,Silver,Food,F,256684
14249,"Tohana, India",09-Apr-15,Silver,Food,M,224387
15563,"Upleta, India",09-Apr-15,Signature,Food,F,87542
15568,"Madhugiri, India",09-Apr-15,Silver,Fuel,F,71537
16932,"Sidhi, India",09-Apr-15,Platinum,Entertainment,F,268159
17392,"Gadwal, India",09-Apr-15,Silver,Entertainment,F,56041
17498,"Pen, India",09-Apr-15,Signature,Entertainment,F,12260
19240,"Jamalpur, India",09-Apr-15,Gold,Entertainment,M,83192
21204,"Jaipur, India",09-Apr-15,Platinum,Grocery,F,193349
21398,"Surat, India",09-Apr-15,Platinum,Fuel,F,182779
21521,"Surat, India",09-Apr-15,Silver,Food,M,239926
22201,"Kanpur, India",09-Apr-15,Gold,Grocery,F,299702
22596,"Hyderabad, India",09-Apr-15,Gold,Grocery,F,19915
23007,"Lucknow, India",09-Apr-15,Silver,Fuel,M,211441
23074,"Kolkata, India",09-Apr-15,Platinum,Bills,M,267853
23784,"Chennai, India",09-Apr-15,Silver,Entertainment,M,117059
24121,"Chennai, India",09-Apr-15,Signature,Fuel,M,83079
1231,"Bengaluru, India",08-Apr-15,Silver,Entertainment,F,31086
2232,"Greater Mumbai, India",08-Apr-15,Platinum,Fuel,F,80703
2670,"Delhi, India",08-Apr-15,Platinum,Fuel,F,232608
2903,"Bengaluru, India",08-Apr-15,Gold,Grocery,M,142220
2924,"Bengaluru, India",08-Apr-15,Gold,Entertainment,M,209198
3097,"Bengaluru, India",08-Apr-15,Gold,Grocery,M,49381
3378,"Delhi, India",08-Apr-15,Platinum,Bills,M,76870
4035,"Greater Mumbai, India",08-Apr-15,Platinum,Entertainment,M,291078
4376,"Ahmedabad, India",08-Apr-15,Platinum,Grocery,M,292636
5877,"Ahmedabad, India",08-Apr-15,Silver,Fuel,M,35984
